ADC_Maestria,Suporte_Maestria,ADC,Suporte,Frequencia
Baixa,Alta,Sivir,Leona,9393
Baixa,Alta,Sivir,Lulu,44547
Baixa,Alta,Sivir,Milio,23808
Baixa,Alta,Sivir,Pyke,14694
Baixa,Alta,Sivir,Soraka,22134
Baixa,Alta,Sivir,Taric,3906
Baixa,Alta,Sivir,Thresh,36270
Baixa,Alta,Smolder,Alistar,33108
Baixa,Alta,Smolder,Braum,16198
Baixa,Alta,Smolder,Karma,108224
Baixa,Alta,Smolder,Leona,17978
Baixa,Alta,Smolder,Lux,59808
Baixa,Alta,Smolder,MissFortune,28124
Baixa,Alta,Smolder,Nami,67640
Baixa,Alta,Smolder,Rakan,44856
Baixa,Alta,Smolder,Rell,71912
Baixa,Alta,Smolder,Renata,2136
Baixa,Alta,Smolder,Seraphine,21538
Baixa,Alta,Smolder,Soraka,84728
Baixa,Alta,Smolder,TahmKench,17088
Baixa,Alta,Smolder,Thresh,69420
Baixa,Alta,Smolder,Velkoz,29904
Baixa,Alta,Smolder,Xerath,9256
Baixa,Alta,Smolder,Zilean,6408
Baixa,Alta,Smolder,Zyra,33464
Baixa,Alta,Swain,Xerath,3588
Baixa,Alta,Tristana,Brand,1680
Baixa,Alta,Tristana,Milio,20480
Baixa,Alta,Tristana,Senna,12880
Baixa,Alta,Tristana,Seraphine,9680
Baixa,Alta,Tristana,Soraka,19040
Baixa,Alta,Tristana,Thresh,31200
Baixa,Alta,Tristana,Velkoz,6720
Baixa,Alta,Tristana,Zilean,2880
Baixa,Alta,Twitch,Lulu,40715
Baixa,Alta,Twitch,Nami,32300
Baixa,Alta,Twitch,Pyke,13430
Baixa,Alta,Twitch,Seraphine,10285
Baixa,Alta,Twitch,Sona,7565
Baixa,Alta,Twitch,Yuumi,7990
Baixa,Alta,Varus,Ashe,73242
Baixa,Alta,Varus,Brand,4914
Baixa,Alta,Varus,Hwei,9594
Baixa,Alta,Varus,Janna,28314
Baixa,Alta,Varus,Karma,284544
Baixa,Alta,Varus,Leona,23634
Baixa,Alta,Varus,Nami,266760
Baixa,Alta,Varus,Nautilus,65988
Baixa,Alta,Varus,Pantheon,2106
Baixa,Alta,Varus,Rakan,29484
Baixa,Alta,Varus,Rell,70902
Baixa,Alta,Varus,Senna,37674
Baixa,Alta,Varus,Seraphine,28314
Baixa,Alta,Varus,Thresh,182520
Baixa,Alta,Vayne,Anivia,3288
Baixa,Alta,Vayne,Camille,4932
Baixa,Alta,Vayne,Karma,41648
Baixa,Alta,Vayne,Leona,13837
Baixa,Alta,Vayne,Lulu,65623
Baixa,Alta,Vayne,Pyke,21646
Baixa,Alta,Vayne,Seraphine,33154
Baixa,Alta,Vayne,Soraka,65212
Baixa,Alta,Vayne,TahmKench,26304
Baixa,Alta,Vayne,Thresh,53430
Baixa,Alta,Veigar,Leona,4242
Baixa,Alta,Veigar,Soraka,4998
Baixa,Alta,Xayah,Alistar,14508
Baixa,Alta,Xayah,Bard,8112
Baixa,Alta,Xayah,Braum,14196
Baixa,Alta,Xayah,Lulu,149448
Baixa,Alta,Xayah,Nautilus,87984
Baixa,Alta,Xayah,Rakan,19656
Baixa,Alta,Xayah,Soraka,37128
Baixa,Alta,Xayah,Thresh,182520
Baixa,Alta,Yasuo,Ivern,496
Baixa,Alta,Zeri,Braum,11648
Baixa,Alta,Zeri,Janna,15488
Baixa,Alta,Zeri,Karma,38912
Baixa,Alta,Zeri,Leona,12928
Baixa,Alta,Zeri,Lulu,122624
Baixa,Alta,Zeri,Nami,97280
Baixa,Alta,Zeri,Neeko,3456
Baixa,Alta,Zeri,Pyke,20224
Baixa,Alta,Zeri,Renata,1536
Baixa,Alta,Zeri,Soraka,30464
Baixa,Alta,Zeri,Taric,5376
Baixa,Alta,Zeri,Thresh,49920
Baixa,Alta,Zeri,Xerath,6656
Baixa,Alta,Zeri,Yuumi,12032
Baixa,Alta,Ziggs,Alistar,9021
Baixa,Alta,Ziggs,Hwei,3977
Baixa,Alta,Ziggs,Morgana,2619
Baixa,Alta,Ziggs,Rell,9797
Baixa,Alta,Ziggs,Soraka,23086
Baixa,Alta,Ziggs,TahmKench,9312
Baixa,Alta,Ziggs,Thresh,37830
Baixa,Baixa,Anivia,Alistar,103
Baixa,Baixa,Anivia,Janna,83
Baixa,Baixa,Anivia,Karma,155
Baixa,Baixa,Aphelios,Alistar,8755
Baixa,Baixa,Aphelios,Janna,7055
Baixa,Baixa,Aphelios,Senna,13685
Baixa,Baixa,Aphelios,Velkoz,2890
Baixa,Baixa,Ashe,Braum,83952
Baixa,Baixa,Ashe,Ivern,954
Baixa,Baixa,Ashe,Karma,49290
Baixa,Baixa,Ashe,Lulu,106212
Baixa,Baixa,Ashe,Lux,35616
Baixa,Baixa,Ashe,Milio,92220
Baixa,Baixa,Ashe,Morgana,54060
Baixa,Baixa,Ashe,Nautilus,60420
Baixa,Baixa,Ashe,Poppy,18126
Baixa,Baixa,Ashe,Pyke,20352
Baixa,Baixa,Ashe,Rakan,43566
Baixa,Baixa,Ashe,Rell,76320
Baixa,Baixa,Ashe,Senna,51198
Baixa,Baixa,Ashe,Sona,17490
Baixa,Baixa,Ashe,Soraka,26712
Baixa,Baixa,Ashe,TahmKench,13992
Baixa,Baixa,Ashe,Thresh,144054
Baixa,Baixa,Caitlyn,Blitzcrank,27416
Baixa,Baixa,Caitlyn,Camille,3874
Baixa,Baixa,Caitlyn,Janna,24734
Baixa,Baixa,Caitlyn,Karma,46190
Baixa,Baixa,Caitlyn,Lulu,49766
Baixa,Baixa,Caitlyn,Lux,100128
Baixa,Baixa,Caitlyn,Milio,86420
Baixa,Baixa,Caitlyn,Morgana,25330
Baixa,Baixa,Caitlyn,Nami,44402
Baixa,Baixa,Caitlyn,Nautilus,169860
Baixa,Baixa,Caitlyn,Poppy,16986
Baixa,Baixa,Caitlyn,Pyke,19072
Baixa,Baixa,Caitlyn,Rell,71520
Baixa,Baixa,Caitlyn,Seraphine,31290
Baixa,Baixa,Caitlyn,Sona,32780
Baixa,Baixa,Caitlyn,Thresh,89996
Baixa,Baixa,Caitlyn,Velkoz,10132
Baixa,Baixa,Caitlyn,Xerath,10132
Baixa,Baixa,Caitlyn,Zoe,2980
Baixa,Baixa,Caitlyn,Zyra,33376
Baixa,Baixa,Cassiopeia,Nautilus,1140
Baixa,Baixa,Cassiopeia,Sona,330
Baixa,Baixa,Cassiopeia,Soraka,1008
Baixa,Baixa,Corki,Blitzcrank,5520
Baixa,Baixa,Corki,Braum,7920
Baixa,Baixa,Corki,Karma,18600
Baixa,Baixa,Corki,Nautilus,11400
Baixa,Baixa,Corki,Pyke,3840
Baixa,Baixa,Corki,Renata,4440
Baixa,Baixa,Corki,Senna,9660
Baixa,Baixa,Corki,Soraka,5040
Baixa,Baixa,Corki,Thresh,9060
Baixa,Baixa,Draven,Alistar,10506
Baixa,Baixa,Draven,Braum,26928
Baixa,Baixa,Draven,Karma,15810
Baixa,Baixa,Draven,Lulu,17034
Baixa,Baixa,Draven,Milio,14790
Baixa,Baixa,Draven,Nautilus,19380
Baixa,Baixa,Draven,Rell,12240
Baixa,Baixa,Draven,Swain,7038
Baixa,Baixa,Ezreal,Braum,46068
Baixa,Baixa,Ezreal,Janna,28967
Baixa,Baixa,Ezreal,Karma,54095
Baixa,Baixa,Ezreal,Lulu,116566
Baixa,Baixa,Ezreal,Lux,78176
Baixa,Baixa,Ezreal,Milio,50605
Baixa,Baixa,Ezreal,Morgana,29665
Baixa,Baixa,Ezreal,Nami,156003
Baixa,Baixa,Ezreal,Nautilus,132620
Baixa,Baixa,Ezreal,Pyke,67008
Baixa,Baixa,Ezreal,Rell,83760
Baixa,Baixa,Ezreal,Renata,25826
Baixa,Baixa,Ezreal,Senna,56189
Baixa,Baixa,Ezreal,Seraphine,73290
Baixa,Baixa,Ezreal,Sona,38390
Baixa,Baixa,Ezreal,Soraka,117264
Baixa,Baixa,Ezreal,Thresh,210796
Baixa,Baixa,Ezreal,Velkoz,11866
Baixa,Baixa,Ezreal,Yuumi,13262
Baixa,Baixa,Ezreal,Zilean,12913
Baixa,Baixa,Ezreal,Zyra,19544
Baixa,Baixa,Hwei,Alistar,3811
Baixa,Baixa,Hwei,Karma,5735
Baixa,Baixa,Hwei,Zilean,1369
Baixa,Baixa,Jhin,Alistar,35947
Baixa,Baixa,Jhin,Bard,18497
Baixa,Baixa,Jhin,Blitzcrank,32108
Baixa,Baixa,Jhin,Ivern,1047
Baixa,Baixa,Jhin,Karma,324570
Baixa,Baixa,Jhin,Leona,87250
Baixa,Baixa,Jhin,Lulu,116566
Baixa,Baixa,Jhin,Milio,151815
Baixa,Baixa,Jhin,Nautilus,198930
Baixa,Baixa,Jhin,Poppy,39786
Baixa,Baixa,Jhin,Rakan,47813
Baixa,Baixa,Jhin,Senna,56189
Baixa,Baixa,Jhin,Seraphine,36645
Baixa,Baixa,Jhin,Sona,19195
Baixa,Baixa,Jhin,Soraka,29316
Baixa,Baixa,Jhin,Swain,24081
Baixa,Baixa,Jhin,TahmKench,15356
Baixa,Baixa,Jhin,Taric,4188
Baixa,Baixa,Jhin,Thresh,105398
Baixa,Baixa,Jhin,Zoe,1745
Baixa,Baixa,Jinx,Alistar,98571
Baixa,Baixa,Jinx,Bard,16907
Baixa,Baixa,Jinx,Blitzcrank,29348
Baixa,Baixa,Jinx,Braum,42108
Baixa,Baixa,Jinx,Galio,2552
Baixa,Baixa,Jinx,Janna,105908
Baixa,Baixa,Jinx,Karma,98890
Baixa,Baixa,Jinx,Leona,39875
Baixa,Baixa,Jinx,Lulu,159819
Baixa,Baixa,Jinx,Lux,35728
Baixa,Baixa,Jinx,Milio,185020
Baixa,Baixa,Jinx,Nami,95062
Baixa,Baixa,Jinx,Nautilus,121220
Baixa,Baixa,Jinx,Neeko,9251
Baixa,Baixa,Jinx,Pyke,20416
Baixa,Baixa,Jinx,Rell,76560
Baixa,Baixa,Jinx,Seraphine,100485
Baixa,Baixa,Jinx,Sona,17545
Baixa,Baixa,Jinx,Soraka,160776
Baixa,Baixa,Jinx,Swain,44022
Baixa,Baixa,Jinx,TahmKench,28072
Baixa,Baixa,Jinx,Thresh,289014
Baixa,Baixa,Jinx,Velkoz,10846
Baixa,Baixa,Jinx,Yuumi,12122
Baixa,Baixa,Jinx,Zac,2233
Baixa,Baixa,Jinx,Zyra,17864
Baixa,Baixa,Kaisa,Ashe,197160
Baixa,Baixa,Kaisa,Bard,16430
Baixa,Baixa,Kaisa,Braum,81840
Baixa,Baixa,Kaisa,Hwei,11470
Baixa,Baixa,Kaisa,Karma,240250
Baixa,Baixa,Kaisa,Lulu,207080
Baixa,Baixa,Kaisa,Lux,34720
Baixa,Baixa,Kaisa,Maokai,13330
Baixa,Baixa,Kaisa,Milio,44950
Baixa,Baixa,Kaisa,Nami,138570
Baixa,Baixa,Kaisa,Nautilus,235600
Baixa,Baixa,Kaisa,Poppy,17670
Baixa,Baixa,Kaisa,Pyke,59520
Baixa,Baixa,Kaisa,Rakan,127410
Baixa,Baixa,Kaisa,Rell,111600
Baixa,Baixa,Kaisa,Seraphine,65100
Baixa,Baixa,Kaisa,Shaco,2790
Baixa,Baixa,Kaisa,TahmKench,27280
Baixa,Baixa,Kaisa,Thresh,140430
Baixa,Baixa,Kaisa,Xerath,10540
Baixa,Baixa,Kaisa,Zyra,17360
Baixa,Baixa,Kalista,Leona,22750
Baixa,Baixa,Kalista,Lulu,30394
Baixa,Baixa,Kalista,Nautilus,17290
Baixa,Baixa,Kalista,Rakan,12467
Baixa,Baixa,Kalista,Rell,10920
Baixa,Baixa,Kalista,Renata,6734
Baixa,Baixa,Kalista,Yuumi,3458
Baixa,Baixa,KogMaw,Alistar,6592
Baixa,Baixa,KogMaw,Lulu,10688
Baixa,Baixa,KogMaw,Milio,9280
Baixa,Baixa,KogMaw,Nami,19072
Baixa,Baixa,KogMaw,Rakan,8768
Baixa,Baixa,KogMaw,Soraka,5376
Baixa,Baixa,KogMaw,Thresh,28992
Baixa,Baixa,KogMaw,Yuumi,2432
Baixa,Baixa,Lucian,Alistar,26368
Baixa,Baixa,Lucian,Braum,101376
Baixa,Baixa,Lucian,Hwei,9472
Baixa,Baixa,Lucian,Janna,21248
Baixa,Baixa,Lucian,Karma,119040
Baixa,Baixa,Lucian,Lulu,85504
Baixa,Baixa,Lucian,Milio,111360
Baixa,Baixa,Lucian,Nami,76288
Baixa,Baixa,Lucian,Nautilus,48640
Baixa,Baixa,Lucian,Sona,14080
Baixa,Baixa,Lucian,Soraka,21504
Baixa,Baixa,Lucian,TahmKench,11264
Baixa,Baixa,Lucian,Thresh,77312
Baixa,Baixa,Lucian,Yuumi,9728
Baixa,Baixa,Lux,Lulu,18704
Baixa,Baixa,Lux,Rakan,30688
Baixa,Baixa,Lux,Seraphine,11760
Baixa,Baixa,Lux,Soraka,9408
Baixa,Baixa,Lux,Xerath,3808
Baixa,Baixa,Lux,Ziggs,10864
Baixa,Baixa,MissFortune,Braum,22440
Baixa,Baixa,MissFortune,Karma,26350
Baixa,Baixa,MissFortune,Leona,42500
Baixa,Baixa,MissFortune,Lulu,56780
Baixa,Baixa,MissFortune,Nami,25330
Baixa,Baixa,MissFortune,Nautilus,32300
Baixa,Baixa,MissFortune,Poppy,9690
Baixa,Baixa,MissFortune,Pyke,10880
Baixa,Baixa,MissFortune,Rakan,23290
Baixa,Baixa,MissFortune,Rell,40800
Baixa,Baixa,MissFortune,Shaco,1530
Baixa,Baixa,MissFortune,Thresh,51340
Baixa,Baixa,MissFortune,Zyra,19040
Baixa,Baixa,Nautilus,Senna,30590
Baixa,Baixa,Nilah,Blitzcrank,2300
Baixa,Baixa,Nilah,Janna,2075
Baixa,Baixa,Nilah,Thresh,3775
Baixa,Baixa,Rengar,Ivern,240
Baixa,Baixa,Samira,Alistar,10300
Baixa,Baixa,Samira,Braum,13200
Baixa,Baixa,Samira,Leona,12500
Baixa,Baixa,Samira,Lulu,16700
Baixa,Baixa,Samira,Nami,14900
Baixa,Baixa,Samira,Nautilus,76000
Baixa,Baixa,Samira,Pyke,12800
Baixa,Baixa,Samira,Renata,7400
Baixa,Baixa,Samira,Senna,16100
Baixa,Baixa,Samira,Sona,5500
Baixa,Baixa,Samira,Soraka,8400
Baixa,Baixa,Samira,Thresh,15100
Baixa,Baixa,Samira,Zoe,500
Baixa,Baixa,Seraphine,Rell,12600
Baixa,Baixa,Seraphine,Senna,16905
Baixa,Baixa,Seraphine,Sion,630
Baixa,Baixa,Seraphine,Zoe,525
Baixa,Baixa,Singed,Alistar,515
Baixa,Baixa,Singed,Rell,600
Baixa,Baixa,Singed,Thresh,755
Baixa,Baixa,Sion,Viego,12
Baixa,Baixa,Sivir,Braum,12276
Baixa,Baixa,Sivir,Karma,14415
Baixa,Baixa,Sivir,Leona,11625
Baixa,Baixa,Sivir,Lulu,15531
Baixa,Baixa,Sivir,Milio,13485
Baixa,Baixa,Sivir,Pyke,5952
Baixa,Baixa,Sivir,Soraka,7812
Baixa,Baixa,Sivir,Taric,1116
Baixa,Baixa,Sivir,Thresh,14043
Baixa,Baixa,Smolder,Alistar,36668
Baixa,Baixa,Smolder,Braum,23496
Baixa,Baixa,Smolder,Karma,55180
Baixa,Baixa,Smolder,Leona,22250
Baixa,Baixa,Smolder,Lux,39872
Baixa,Baixa,Smolder,MissFortune,30260
Baixa,Baixa,Smolder,Nami,26522
Baixa,Baixa,Smolder,Rakan,48772
Baixa,Baixa,Smolder,Rell,85440
Baixa,Baixa,Smolder,Renata,13172
Baixa,Baixa,Smolder,Seraphine,18690
Baixa,Baixa,Smolder,Soraka,29904
Baixa,Baixa,Smolder,TahmKench,7832
Baixa,Baixa,Smolder,Thresh,26878
Baixa,Baixa,Smolder,Velkoz,12104
Baixa,Baixa,Smolder,Xerath,6052
Baixa,Baixa,Smolder,Zilean,6586
Baixa,Baixa,Smolder,Zyra,9968
Baixa,Baixa,Swain,Xerath,2346
Baixa,Baixa,Tristana,Brand,2640
Baixa,Baixa,Tristana,Milio,11600
Baixa,Baixa,Tristana,Senna,12880
Baixa,Baixa,Tristana,Seraphine,8400
Baixa,Baixa,Tristana,Soraka,6720
Baixa,Baixa,Tristana,Thresh,12080
Baixa,Baixa,Tristana,Velkoz,2720
Baixa,Baixa,Tristana,Zilean,2960
Baixa,Baixa,Twitch,Lulu,14195
Baixa,Baixa,Twitch,Nami,12665
Baixa,Baixa,Twitch,Pyke,5440
Baixa,Baixa,Twitch,Seraphine,8925
Baixa,Baixa,Twitch,Sona,4675
Baixa,Baixa,Twitch,Yuumi,3230
Baixa,Baixa,Varus,Ashe,74412
Baixa,Baixa,Varus,Brand,7722
Baixa,Baixa,Varus,Hwei,8658
Baixa,Baixa,Varus,Janna,19422
Baixa,Baixa,Varus,Karma,145080
Baixa,Baixa,Varus,Leona,29250
Baixa,Baixa,Varus,Nami,104598
Baixa,Baixa,Varus,Nautilus,44460
Baixa,Baixa,Varus,Pantheon,4446
Baixa,Baixa,Varus,Rakan,32058
Baixa,Baixa,Varus,Rell,84240
Baixa,Baixa,Varus,Senna,37674
Baixa,Baixa,Varus,Seraphine,24570
Baixa,Baixa,Varus,Thresh,70668
Baixa,Baixa,Vayne,Anivia,137
Baixa,Baixa,Vayne,Camille,1781
Baixa,Baixa,Vayne,Karma,21235
Baixa,Baixa,Vayne,Leona,17125
Baixa,Baixa,Vayne,Lulu,22879
Baixa,Baixa,Vayne,Pyke,8768
Baixa,Baixa,Vayne,Seraphine,28770
Baixa,Baixa,Vayne,Soraka,23016
Baixa,Baixa,Vayne,TahmKench,12056
Baixa,Baixa,Vayne,Thresh,20687
Baixa,Baixa,Veigar,Leona,5250
Baixa,Baixa,Veigar,Soraka,1764
Baixa,Baixa,Xayah,Alistar,16068
Baixa,Baixa,Xayah,Bard,8268
Baixa,Baixa,Xayah,Braum,20592
Baixa,Baixa,Xayah,Lulu,52104
Baixa,Baixa,Xayah,Nautilus,59280
Baixa,Baixa,Xayah,Rakan,21372
Baixa,Baixa,Xayah,Soraka,13104
Baixa,Baixa,Xayah,Thresh,70668
Baixa,Baixa,Yasuo,Ivern,48
Baixa,Baixa,Zeri,Braum,16896
Baixa,Baixa,Zeri,Janna,10624
Baixa,Baixa,Zeri,Karma,19840
Baixa,Baixa,Zeri,Leona,16000
Baixa,Baixa,Zeri,Lulu,42752
Baixa,Baixa,Zeri,Nami,38144
Baixa,Baixa,Zeri,Neeko,3712
Baixa,Baixa,Zeri,Pyke,8192
Baixa,Baixa,Zeri,Renata,9472
Baixa,Baixa,Zeri,Soraka,10752
Baixa,Baixa,Zeri,Taric,1536
Baixa,Baixa,Zeri,Thresh,19328
Baixa,Baixa,Zeri,Xerath,4352
Baixa,Baixa,Zeri,Yuumi,4864
Baixa,Baixa,Ziggs,Alistar,9991
Baixa,Baixa,Ziggs,Hwei,3589
Baixa,Baixa,Ziggs,Morgana,8245
Baixa,Baixa,Ziggs,Rell,11640
Baixa,Baixa,Ziggs,Soraka,8148
Baixa,Baixa,Ziggs,TahmKench,4268
Baixa,Baixa,Ziggs,Thresh,14647
