player_champion,player_lane,kills_media,deaths_media,assists_media,duracao_media,taxa_vitoria,cluster
Kaisa,NONE,3.0927835051546393,2.288659793814433,2.0721649484536084,740.8298969072165,0.5257731958762887,3
Kaisa,TOP,9.0,7.3076923076923075,6.730769230769231,1304.2307692307693,0.4230769230769231,1
Kalista,BOTTOM,8.728571428571428,6.885714285714286,7.014285714285714,1629.8357142857142,0.4714285714285714,1
Kalista,JUNGLE,9.428571428571429,5.714285714285714,5.142857142857143,1360.5714285714287,0.5714285714285714,1
Kalista,MIDDLE,9.75,5.75,5.5,1492.5,0.5,1
Kalista,NONE,3.5,2.8421052631578947,1.5,749.7368421052631,0.5263157894736842,3
Kalista,TOP,8.5,9.75,7.25,1923.0,0.0,1
Karma,BOTTOM,2.570806100217865,5.775599128540305,15.152505446623094,1581.954248366013,0.5098039215686274,0
Karma,JUNGLE,2.3333333333333335,5.5,12.833333333333334,1759.3333333333333,0.5,0
Karma,MIDDLE,4.382978723404255,5.382978723404255,11.936170212765957,1514.7446808510638,0.5425531914893617,0
Karma,NONE,1.165137614678899,1.8440366972477065,4.495412844036697,753.1376146788991,0.5137614678899083,3
Karma,TOP,3.6,5.65,9.7,1708.5,0.35,1
Karthus,BOTTOM,8.461538461538462,10.76923076923077,10.384615384615385,1764.6153846153845,0.3076923076923077,1
Karthus,JUNGLE,8.936842105263159,7.6421052631578945,10.115789473684211,1653.2052631578947,0.45789473684210524,1
Karthus,MIDDLE,11.5,7.833333333333333,9.833333333333334,1416.6666666666667,0.3333333333333333,1
Karthus,NONE,4.051282051282051,2.1025641025641026,3.1025641025641026,778.7948717948718,0.7435897435897436,3
Karthus,TOP,10.5,9.0,11.5,1443.0,0.5,1
Kassadin,MIDDLE,8.039370078740157,5.25984251968504,5.637795275590551,1558.6535433070867,0.5669291338582677,1
Kassadin,NONE,2.3461538461538463,2.6538461538461537,1.7307692307692308,812.4615384615385,0.38461538461538464,3
Kassadin,TOP,8.95,5.65,5.15,1626.8,0.5,1
Katarina,BOTTOM,13.571428571428571,10.142857142857142,6.285714285714286,1929.5714285714287,0.42857142857142855,1
Katarina,JUNGLE,8.666666666666666,7.333333333333333,4.666666666666667,1611.6666666666667,0.0,1
Katarina,MIDDLE,10.035555555555556,7.622222222222222,5.72,1552.608888888889,0.39555555555555555,1
Katarina,NONE,3.736842105263158,2.4210526315789473,1.6842105263157894,712.6666666666666,0.49122807017543857,3
Katarina,TOP,9.592592592592593,7.814814814814815,5.37037037037037,1362.037037037037,0.37037037037037035,1
Kayle,JUNGLE,7.571428571428571,6.285714285714286,7.428571428571429,1823.4285714285713,0.7142857142857143,2
Kayle,MIDDLE,6.421052631578948,6.052631578947368,5.684210526315789,1345.9473684210527,0.21052631578947367,1
Kayle,NONE,1.6666666666666667,2.8333333333333335,1.6111111111111112,682.7222222222222,0.5555555555555556,3
Kayle,TOP,5.213483146067416,6.51685393258427,6.853932584269663,1600.1797752808989,0.5056179775280899,1
Kayn,BOTTOM,8.5,11.0,4.5,1832.0,0.0,1
Kayn,JUNGLE,7.577272727272727,6.363636363636363,7.454545454545454,1617.8863636363637,0.4636363636363636,1
Kayn,MIDDLE,5.0,5.0,6.0,1618.0,1.0,2
Kayn,NONE,2.5476190476190474,2.5,1.7619047619047619,717.1904761904761,0.35714285714285715,3
Kayn,TOP,1.0,11.0,6.0,1626.0,0.0,1
Kennen,BOTTOM,2.5,7.0,7.0,914.0,0.0,1
Kennen,JUNGLE,6.111111111111111,7.666666666666667,6.666666666666667,1345.0,0.5555555555555556,1
Kennen,MIDDLE,6.666666666666667,4.666666666666667,5.333333333333333,1571.6666666666667,0.6666666666666666,2
Kennen,NONE,2.0,3.176470588235294,2.0,757.1176470588235,0.47058823529411764,3
Kennen,TOP,5.634146341463414,7.439024390243903,6.536585365853658,1691.8536585365853,0.5121951219512195,1
Khazix,JUNGLE,9.201986754966887,6.013245033112582,7.049668874172186,1605.8841059602648,0.4900662251655629,1
Khazix,NONE,3.357142857142857,1.8214285714285714,2.017857142857143,773.4642857142857,0.5357142857142857,3
Khazix,TOP,9.5,6.0,10.5,1612.5,0.5,1
Kindred,BOTTOM,13.0,2.0,6.0,1379.0,1.0,2
Kindred,JUNGLE,8.467065868263473,7.053892215568863,7.832335329341317,1597.7185628742516,0.47904191616766467,1
Kindred,NONE,3.0303030303030303,2.787878787878788,2.3636363636363638,670.2424242424242,0.5151515151515151,3
Kindred,TOP,13.0,3.5,5.5,1330.5,1.0,2
Kled,JUNGLE,3.0,5.6,6.2,1750.6,0.2,1
Kled,MIDDLE,9.5,6.75,4.75,1740.25,0.75,2
Kled,NONE,3.1666666666666665,2.5833333333333335,2.25,951.0833333333334,0.5,3
Kled,TOP,7.84375,6.78125,7.375,1668.625,0.625,1
KogMaw,BOTTOM,8.475,7.258333333333334,6.883333333333334,1582.675,0.5166666666666667,1
KogMaw,JUNGLE,1.0,9.0,2.0,1789.0,1.0,2
KogMaw,MIDDLE,9.4,8.0,9.533333333333333,1546.0666666666666,0.8,2
KogMaw,NONE,3.4814814814814814,2.7777777777777777,2.259259259259259,727.1851851851852,0.5555555555555556,3
KogMaw,TOP,9.5,9.375,10.5,1748.875,0.625,1
Leblanc,BOTTOM,8.6,7.0,7.8,1718.6,0.4,1
Leblanc,JUNGLE,4.333333333333333,3.8333333333333335,9.0,1765.6666666666667,0.5,1
Leblanc,MIDDLE,8.311688311688311,5.242424242424242,7.034632034632034,1554.1774891774892,0.5108225108225108,1
Leblanc,NONE,2.769230769230769,1.8,1.7692307692307692,717.3230769230769,0.5692307692307692,3
Leblanc,TOP,8.55,6.3,6.65,1779.7,0.3,1
LeeSin,BOTTOM,9.833333333333334,7.833333333333333,9.166666666666666,1505.8333333333333,0.5,1
LeeSin,JUNGLE,7.81570996978852,6.403323262839879,9.338368580060424,1613.7099697885196,0.4501510574018127,1
LeeSin,MIDDLE,9.8,7.6,5.8,853.8,0.4,1
LeeSin,NONE,3.8230088495575223,2.1415929203539825,2.920353982300885,767.7610619469026,0.6283185840707964,3
LeeSin,TOP,8.476190476190476,7.571428571428571,7.0476190476190474,1706.4761904761904,0.42857142857142855,1
Leona,BOTTOM,1.9424778761061947,6.668141592920354,14.942477876106194,1598.7699115044247,0.5132743362831859,0
Leona,JUNGLE,1.0,9.5,20.5,1897.5,0.5,0
Leona,MIDDLE,3.0,8.352941176470589,15.0,1805.2941176470588,0.4117647058823529,0
Leona,NONE,0.9534883720930233,2.86046511627907,4.953488372093023,805.0,0.4883720930232558,3
Leona,TOP,4.0,8.0,8.6,1654.2,0.4,1
Lillia,BOTTOM,8.0,3.0,14.0,144.0,1.0,2
Lillia,JUNGLE,6.787096774193548,5.806451612903226,9.316129032258065,1604.116129032258,0.47096774193548385,1
Lillia,NONE,1.12,1.2,1.44,530.28,0.48,3
Lillia,TOP,5.0,9.0,5.0,1874.0,0.3333333333333333,1
Lissandra,BOTTOM,6.428571428571429,7.785714285714286,11.785714285714286,1932.7142857142858,0.5,1
Lissandra,JUNGLE,5.444444444444445,7.0,10.055555555555555,1556.0555555555557,0.5,1
Lissandra,MIDDLE,6.1796875,6.4453125,9.1015625,1563.4296875,0.5390625,1
Lissandra,NONE,2.40625,2.625,2.71875,761.71875,0.53125,3
Lissandra,TOP,4.916666666666667,6.277777777777778,9.0,1572.388888888889,0.4722222222222222,1
Lucian,BOTTOM,8.805496828752643,6.617336152219873,7.016913319238901,1585.2727272727273,0.5137420718816068,1
Lucian,JUNGLE,5.875,7.5,5.5,1654.75,0.25,1
Lucian,MIDDLE,8.481481481481481,7.0,6.314814814814815,1622.9814814814815,0.4444444444444444,1
Lucian,NONE,3.3300970873786406,2.6019417475728157,2.0388349514563107,768.3300970873786,0.46601941747572817,3
Lucian,TOP,6.866666666666666,6.6,5.4,1576.5333333333333,0.6,1
Lulu,BOTTOM,1.565015479876161,4.7105263157894735,16.38235294117647,1583.1594427244581,0.5263157894736842,0
Lulu,JUNGLE,2.0,5.4,18.3,1754.6,0.5,0
Lulu,MIDDLE,1.5853658536585367,4.804878048780488,15.512195121951219,1463.6097560975609,0.5609756097560976,0
Lulu,NONE,0.9513888888888888,1.75,5.388888888888889,744.7430555555555,0.5763888888888888,3
Lulu,TOP,2.625,4.0,16.75,1248.5,0.75,0
Lux,BOTTOM,5.589285714285714,6.432142857142857,11.721428571428572,1635.7035714285714,0.4785714285714286,1
Lux,JUNGLE,6.75,6.5,13.25,1600.75,0.75,2
Lux,MIDDLE,7.210666666666667,5.232,8.986666666666666,1613.544,0.49866666666666665,1
Lux,NONE,2.5796178343949046,1.9745222929936306,2.9808917197452227,788.4458598726114,0.5732484076433121,3
Lux,TOP,7.818181818181818,5.787878787878788,11.93939393939394,1823.5151515151515,0.5757575757575758,1
Malphite,BOTTOM,6.0,6.0,12.5,2083.5,0.5,1
Malphite,JUNGLE,4.5,5.875,7.625,1581.25,0.5,1
Malphite,MIDDLE,6.25531914893617,6.170212765957447,7.531914893617022,1580.063829787234,0.40425531914893614,1
Malphite,NONE,1.9583333333333333,2.1666666666666665,2.4166666666666665,712.3333333333334,0.5416666666666666,3
Malphite,TOP,5.121212121212121,5.5,8.537878787878787,1630.3333333333333,0.553030303030303,1
Malzahar,BOTTOM,5.0,3.0,12.0,1707.0,1.0,2
Malzahar,JUNGLE,7.5,3.0,10.5,1542.5,1.0,2
Malzahar,MIDDLE,5.35042735042735,5.931623931623932,8.341880341880342,1665.128205128205,0.5384615384615384,1
Malzahar,NONE,1.6296296296296295,2.185185185185185,2.4444444444444446,820.1481481481482,0.5185185185185185,3
Malzahar,TOP,5.714285714285714,4.785714285714286,7.642857142857143,1448.2142857142858,0.6428571428571429,1
Maokai,BOTTOM,2.3617021276595747,7.382978723404255,15.787234042553191,1519.340425531915,0.5106382978723404,0
Maokai,JUNGLE,3.9361702127659575,5.723404255319149,10.574468085106384,1597.936170212766,0.3191489361702128,1
Maokai,MIDDLE,4.285714285714286,5.857142857142857,18.714285714285715,1748.4285714285713,1.0,0
Maokai,NONE,1.5625,2.65625,3.28125,753.6875,0.53125,3
Maokai,TOP,3.4029850746268657,4.880597014925373,9.761194029850746,1647.6567164179105,0.5522388059701493,0
MasterYi,BOTTOM,4.5,5.0,5.5,1356.0,0.5,1
MasterYi,JUNGLE,10.138728323699421,6.710982658959537,5.907514450867052,1614.4913294797689,0.5491329479768786,1
MasterYi,NONE,3.263157894736842,1.4736842105263157,1.9473684210526316,672.4736842105264,0.631578947368421,3
MasterYi,TOP,5.666666666666667,8.333333333333334,4.333333333333333,1550.3333333333333,0.3333333333333333,1
Milio,BOTTOM,0.9052369077306733,4.169576059850374,16.643391521197007,1598.6209476309227,0.543640897755611,0
Milio,JUNGLE,0.3333333333333333,6.0,16.0,1731.6666666666667,0.6666666666666666,0
Milio,MIDDLE,1.04,4.4,17.08,1398.92,0.52,0
Milio,NONE,0.5421686746987951,1.6987951807228916,4.0602409638554215,724.7349397590361,0.37349397590361444,3
Milio,TOP,0.5,3.5,16.0,1903.0,0.5,0
MissFortune,BOTTOM,7.884146341463414,6.371951219512195,7.612804878048781,1576.689024390244,0.5,1
MissFortune,JUNGLE,8.4,5.8,9.6,1675.0,0.6,1
MissFortune,MIDDLE,6.260869565217392,6.086956521739131,9.26086956521739,1573.0,0.6521739130434783,1
MissFortune,NONE,3.4246575342465753,2.287671232876712,2.9863013698630136,776.027397260274,0.589041095890411,3
MissFortune,TOP,6.666666666666667,5.666666666666667,6.5,1475.6666666666667,0.3333333333333333,1
MonkeyKing,JUNGLE,7.088050314465409,6.09433962264151,8.40251572327044,1617.2138364779873,0.49056603773584906,1
MonkeyKing,MIDDLE,8.083333333333334,5.875,4.208333333333333,1572.7083333333333,0.5416666666666666,1
MonkeyKing,NONE,2.688888888888889,2.0444444444444443,2.1777777777777776,819.5111111111111,0.4222222222222222,3
MonkeyKing,TOP,8.242424242424242,5.7272727272727275,5.5,1610.1060606060605,0.5454545454545454,1
Mordekaiser,JUNGLE,7.553571428571429,6.160714285714286,4.857142857142857,1430.1964285714287,0.4107142857142857,1
Mordekaiser,MIDDLE,6.117647058823529,5.176470588235294,4.0,1546.5294117647059,0.4117647058823529,1
Mordekaiser,NONE,1.9090909090909092,2.2545454545454544,0.7090909090909091,715.9454545454546,0.4,3
Mordekaiser,TOP,6.202247191011236,6.224719101123595,4.51685393258427,1652.314606741573,0.4438202247191011,1
Morgana,BOTTOM,2.6785714285714284,6.883928571428571,14.660714285714286,1522.107142857143,0.42857142857142855,0
Morgana,JUNGLE,5.608695652173913,5.869565217391305,12.130434782608695,1580.3478260869565,0.43478260869565216,1
Morgana,MIDDLE,3.35,5.05,12.1,1605.05,0.6,0
Morgana,NONE,0.7037037037037037,1.6666666666666667,3.6296296296296298,675.0370370370371,0.48148148148148145,3
Morgana,TOP,5.2,8.0,9.6,1447.0,0.4,1
Naafiri,BOTTOM,5.5,8.5,4.0,708.5,0.0,1
Naafiri,JUNGLE,5.666666666666667,5.333333333333333,4.333333333333333,1484.3333333333333,0.3333333333333333,1
Naafiri,MIDDLE,8.44186046511628,7.27906976744186,5.023255813953488,1551.6511627906978,0.46511627906976744,1
Naafiri,NONE,3.888888888888889,2.7777777777777777,1.2222222222222223,826.2222222222222,0.2222222222222222,3
Naafiri,TOP,5.25,8.125,4.5,1543.625,0.25,1
Nami,BOTTOM,1.7580340264650283,5.289224952741021,16.742911153119092,1599.9073724007562,0.5311909262759924,0
Nami,JUNGLE,3.0,9.0,19.0,1959.0,0.0,0
Nami,MIDDLE,3.0,5.2727272727272725,20.045454545454547,1485.8636363636363,0.6363636363636364,0
Nami,NONE,0.9322033898305084,2.1864406779661016,5.559322033898305,815.957627118644,0.5,3
Nami,TOP,1.0833333333333333,6.166666666666667,15.416666666666666,1782.1666666666667,0.25,0
Nasus,BOTTOM,6.5,3.25,10.25,2074.0,0.75,2
Nasus,JUNGLE,5.636363636363637,5.7727272727272725,8.136363636363637,1492.0,0.5909090909090909,1
Nasus,MIDDLE,5.2727272727272725,5.909090909090909,4.545454545454546,1594.7272727272727,0.36363636363636365,1
Nasus,NONE,1.3333333333333333,2.1333333333333333,1.0333333333333334,740.1333333333333,0.5333333333333333,3
Nasus,TOP,4.89622641509434,5.452830188679245,5.273584905660377,1582.7358490566037,0.5660377358490566,1
Nautilus,BOTTOM,2.184322033898305,6.620762711864407,15.641949152542374,1597.540254237288,0.5169491525423728,0
Nautilus,JUNGLE,3.6363636363636362,8.272727272727273,15.363636363636363,1335.5454545454545,0.6363636363636364,0
Nautilus,MIDDLE,2.245614035087719,6.666666666666667,15.56140350877193,1560.1754385964912,0.5614035087719298,0
Nautilus,NONE,0.8928571428571429,2.6964285714285716,4.625,766.1964285714286,0.42857142857142855,3
Nautilus,TOP,2.2222222222222223,6.5,16.27777777777778,1503.2222222222222,0.6666666666666666,0
Neeko,BOTTOM,3.875,7.017857142857143,12.0,1605.75,0.5357142857142857,0
Neeko,JUNGLE,4.5,8.5,8.5,1063.5,0.5,1
Neeko,MIDDLE,5.75,6.020833333333333,9.333333333333334,1666.7291666666667,0.4166666666666667,1
Neeko,NONE,1.7272727272727273,2.090909090909091,3.1363636363636362,688.5,0.5,3
Neeko,TOP,4.571428571428571,5.428571428571429,6.857142857142857,1364.857142857143,0.42857142857142855,1
Nidalee,BOTTOM,13.5,4.5,6.0,854.5,0.5,1
Nidalee,JUNGLE,8.112068965517242,5.853448275862069,8.78448275862069,1547.301724137931,0.46551724137931033,1
Nidalee,MIDDLE,12.0,4.5,6.333333333333333,1809.1666666666667,0.6666666666666666,2
Nidalee,NONE,4.108108108108108,1.6216216216216217,1.837837837837838,690.6756756756756,0.4864864864864865,3
Nidalee,TOP,10.227272727272727,3.4545454545454546,6.863636363636363,1311.5454545454545,0.6363636363636364,2
Nilah,BOTTOM,7.472727272727273,6.636363636363637,6.836363636363636,1607.2363636363636,0.5272727272727272,1
Nilah,JUNGLE,11.0,5.2,7.0,1368.2,0.8,2
Nilah,MIDDLE,8.333333333333334,4.333333333333333,5.666666666666667,1808.5,0.6666666666666666,2
Nilah,NONE,3.5,2.2777777777777777,1.1666666666666667,794.5,0.4444444444444444,3
Nilah,TOP,10.666666666666666,4.666666666666667,8.333333333333334,1137.6666666666667,1.0,2
Nocturne,BOTTOM,2.0,2.0,8.0,1573.0,1.0,2
Nocturne,JUNGLE,7.192771084337349,6.036144578313253,9.114457831325302,1631.4518072289156,0.4879518072289157,1
Nocturne,NONE,1.5909090909090908,2.0,2.0,583.0454545454545,0.5,3
Nocturne,TOP,6.0,4.0,0.0,1643.0,0.0,1
Nunu,BOTTOM,6.5,14.5,16.0,2100.0,0.0,1
Nunu,JUNGLE,5.571428571428571,6.846153846153846,13.274725274725276,1665.2087912087911,0.5054945054945055,0
Nunu,MIDDLE,10.066666666666666,8.8,9.0,1772.1333333333334,0.4,1
Nunu,NONE,1.8,1.95,3.7,613.45,0.5,3
Nunu,TOP,0.0,9.0,1.0,1275.0,0.0,1
Olaf,JUNGLE,8.1875,5.96875,6.25,1592.34375,0.5,1
Olaf,MIDDLE,11.0,6.333333333333333,4.833333333333333,1362.8333333333333,0.8333333333333334,2
Olaf,NONE,2.9375,3.0,0.8125,825.6875,0.5,3
Olaf,TOP,6.553846153846154,7.553846153846154,4.876923076923077,1633.1538461538462,0.47692307692307695,1
Orianna,BOTTOM,2.0,5.333333333333333,14.333333333333334,1803.6666666666667,0.6666666666666666,0
Orianna,MIDDLE,5.699453551912568,5.4863387978142075,9.311475409836065,1596.0109289617487,0.4918032786885246,1
Orianna,NONE,2.032258064516129,3.096774193548387,2.6774193548387095,856.0645161290323,0.3225806451612903,3
Orianna,TOP,5.066666666666666,4.466666666666667,7.4,1486.9333333333334,0.5333333333333333,1
Ornn,BOTTOM,6.0,7.0,12.0,1868.0,1.0,2
Ornn,JUNGLE,4.0,4.444444444444445,11.0,1565.5555555555557,0.5555555555555556,0
Ornn,MIDDLE,3.6666666666666665,5.25,9.333333333333334,1643.5833333333333,0.5833333333333334,1
Ornn,NONE,1.5,1.9666666666666666,2.3333333333333335,738.9666666666667,0.4666666666666667,3
Ornn,TOP,3.547169811320755,4.509433962264151,8.20754716981132,1564.7169811320755,0.4811320754716981,1
Pantheon,BOTTOM,7.178571428571429,9.0,12.142857142857142,1755.142857142857,0.5714285714285714,1
Pantheon,JUNGLE,8.969072164948454,6.762886597938144,7.845360824742268,1577.0309278350514,0.5773195876288659,1
Pantheon,MIDDLE,7.6,5.8,6.666666666666667,1507.4666666666667,0.6,1
Pantheon,NONE,4.564102564102564,2.5641025641025643,2.6666666666666665,897.6153846153846,0.5384615384615384,3
Pantheon,TOP,7.153846153846154,7.384615384615385,6.892307692307693,1618.5076923076922,0.5230769230769231,1
Poppy,BOTTOM,4.4766355140186915,7.252336448598131,13.299065420560748,1665.766355140187,0.5607476635514018,0
Poppy,JUNGLE,5.410958904109589,5.287671232876712,9.0,1574.8082191780823,0.5068493150684932,1
Poppy,MIDDLE,5.914285714285715,6.114285714285714,11.17142857142857,1634.1714285714286,0.6571428571428571,1
Poppy,NONE,2.235294117647059,2.376470588235294,3.0588235294117645,781.8235294117648,0.611764705882353,3
Poppy,TOP,5.394160583941606,5.591240875912408,6.518248175182482,1657.941605839416,0.4744525547445255,1
Pyke,BOTTOM,6.9324324324324325,7.7792792792792795,10.977477477477477,1596.3783783783783,0.481981981981982,1
Pyke,JUNGLE,6.333333333333333,10.0,9.5,1721.8333333333333,0.5,1
Pyke,MIDDLE,8.071428571428571,7.333333333333333,10.071428571428571,1521.2380952380952,0.35714285714285715,1
Pyke,NONE,2.1551724137931036,2.3448275862068964,3.6724137931034484,641.551724137931,0.46551724137931033,3
Pyke,TOP,6.2,6.0,12.8,1363.2,0.8,2
Qiyana,JUNGLE,6.2,8.0,8.8,1407.4,0.2,1
Qiyana,MIDDLE,9.629032258064516,6.612903225806452,5.338709677419355,1673.9354838709678,0.45161290322580644,1
Qiyana,NONE,3.25,1.9166666666666667,2.1666666666666665,818.4166666666666,0.5833333333333334,3
Qiyana,TOP,7.6,5.3,6.3,1473.2,0.7,2
Quinn,BOTTOM,11.0,5.0,10.0,1682.0,1.0,2
Quinn,JUNGLE,9.392857142857142,7.75,6.321428571428571,1793.9285714285713,0.5,1
Quinn,MIDDLE,10.666666666666666,5.75,7.5,1675.0,0.75,2
Quinn,NONE,2.909090909090909,2.5454545454545454,2.409090909090909,860.0454545454545,0.5454545454545454,3
Quinn,TOP,9.566037735849056,7.150943396226415,6.754716981132075,1589.301886792453,0.4716981132075472,1
Rakan,BOTTOM,1.5627376425855513,5.923954372623574,16.73384030418251,1594.1749049429657,0.4866920152091255,0
Rakan,JUNGLE,3.6666666666666665,4.666666666666667,21.0,1499.0,1.0,0
Rakan,MIDDLE,1.391304347826087,6.826086956521739,16.391304347826086,1315.4347826086957,0.391304347826087,0
Rakan,NONE,0.8656716417910447,2.5074626865671643,5.507462686567164,776.5522388059702,0.417910447761194,3
Rakan,TOP,2.2857142857142856,5.428571428571429,12.857142857142858,1307.857142857143,0.2857142857142857,0
Rammus,BOTTOM,3.0,15.0,23.0,2035.0,1.0,0
Rammus,JUNGLE,5.055555555555555,5.208333333333333,13.26388888888889,1579.361111111111,0.5277777777777778,0
Rammus,NONE,1.2222222222222223,1.5555555555555556,4.388888888888889,605.5555555555555,0.7222222222222222,3
Rammus,TOP,3.0,7.166666666666667,5.666666666666667,1420.5,0.5,1
RekSai,JUNGLE,8.37190082644628,6.024793388429752,9.809917355371901,1674.5619834710744,0.4628099173553719,1
RekSai,MIDDLE,8.0,7.0,11.0,1872.0,0.0,1
RekSai,NONE,2.8076923076923075,1.4615384615384615,3.0384615384615383,698.1153846153846,0.6923076923076923,3
RekSai,TOP,3.9,4.1,7.9,1625.6,0.5,1
Rell,BOTTOM,2.072398190045249,6.927601809954751,17.56108597285068,1599.2398190045249,0.46153846153846156,0
Rell,JUNGLE,2.3333333333333335,8.666666666666666,26.0,2053.0,0.3333333333333333,0
Rell,MIDDLE,2.1363636363636362,7.363636363636363,19.59090909090909,1499.5,0.5,0
Rell,NONE,0.9791666666666666,2.5,6.458333333333333,748.0833333333334,0.5208333333333334,3
Rell,TOP,1.75,7.75,22.0,1818.25,0.75,0
Renata,BOTTOM,1.9883720930232558,6.244186046511628,14.790697674418604,1449.3372093023256,0.38372093023255816,0
Renata,JUNGLE,2.0,6.0,17.0,800.0,1.0,0
Renata,MIDDLE,1.0,6.75,7.25,1382.0,0.25,1
Renata,NONE,0.8095238095238095,1.5714285714285714,5.904761904761905,723.047619047619,0.6666666666666666,3
Renata,TOP,2.0,1.0,18.0,1619.0,1.0,0
Renekton,BOTTOM,7.5,6.0,4.5,1538.5,0.0,1
Renekton,JUNGLE,5.655737704918033,6.836065573770492,5.80327868852459,1424.4262295081967,0.4918032786885246,1
Renekton,MIDDLE,5.708333333333333,5.916666666666667,6.375,1595.3333333333333,0.5833333333333334,1
Renekton,NONE,2.788732394366197,2.352112676056338,1.4225352112676057,787.2394366197183,0.43661971830985913,3
Renekton,TOP,5.5,6.413636363636364,5.55,1610.9818181818182,0.4954545454545455,1
Rengar,BOTTOM,10.037037037037036,6.444444444444445,6.481481481481482,1687.7037037037037,0.5185185185185185,1
Rengar,JUNGLE,8.445255474452555,6.781021897810219,7.408759124087592,1617.6496350364964,0.46715328467153283,1
Rengar,MIDDLE,6.5,6.5,3.5,1429.5,0.0,1
Rengar,NONE,4.702702702702703,2.891891891891892,3.108108108108108,873.7027027027027,0.5405405405405406,3
Rengar,TOP,4.454545454545454,6.363636363636363,3.6363636363636362,1341.4545454545455,0.36363636363636365,1
Riven,JUNGLE,7.744186046511628,5.744186046511628,5.441860465116279,1613.5581395348838,0.6744186046511628,2
Riven,MIDDLE,9.419354838709678,5.967741935483871,5.838709677419355,1602.0967741935483,0.6129032258064516,2
Riven,NONE,3.125,2.975,1.025,747.575,0.475,3
Riven,TOP,7.419512195121952,6.560975609756097,5.273170731707317,1621.0731707317073,0.5463414634146342,1
Rumble,BOTTOM,4.777777777777778,7.888888888888889,11.0,1882.888888888889,0.5555555555555556,1
Rumble,JUNGLE,8.041666666666666,4.875,7.791666666666667,1421.2916666666667,0.625,2
Rumble,MIDDLE,6.555555555555555,5.7407407407407405,6.185185185185185,1628.6296296296296,0.2962962962962963,1
Rumble,NONE,2.0,2.878787878787879,1.6363636363636365,723.030303030303,0.3333333333333333,3
Rumble,TOP,7.0625,6.15,6.9375,1533.325,0.525,1
Ryze,JUNGLE,6.25,5.75,7.125,1680.375,0.625,1
Ryze,MIDDLE,6.308411214953271,5.757009345794392,6.934579439252336,1578.6355140186915,0.5327102803738317,1
Ryze,NONE,1.5555555555555556,1.6111111111111112,1.2222222222222223,614.0,0.5,3
Ryze,TOP,5.882352941176471,6.745098039215686,5.470588235294118,1617.7843137254902,0.43137254901960786,1
Samira,BOTTOM,10.471502590673575,7.196891191709844,5.300518134715026,1541.4870466321242,0.48186528497409326,1
Samira,JUNGLE,15.0,11.0,10.0,1691.0,1.0,2
Samira,MIDDLE,10.772727272727273,6.681818181818182,4.7272727272727275,1528.8636363636363,0.6363636363636364,2
Samira,NONE,5.0,2.810810810810811,2.2972972972972974,848.2702702702703,0.6216216216216216,3
Samira,TOP,9.375,7.125,5.5,1335.75,0.5,1
Sejuani,BOTTOM,3.3333333333333335,7.666666666666667,14.333333333333334,1943.6666666666667,0.3333333333333333,0
Sejuani,JUNGLE,4.48695652173913,5.2,12.173913043478262,1541.4260869565217,0.4782608695652174,0
